_task_idx,_elapsed_sec,p_spread_bps,p_pool_price_weight,p_anchor_ema_alpha,p_num_levels,p_size_decay,p_spread_multiplier,p_order_safe_ratio,p_enable_asymmetric_spread,p_skew_sensitivity,p_min_spread_bps,p_amplification,duration_hours,candles,initial_value,final_value,total_return_pct,hold_return_pct,excess_return_pct,max_drawdown_pct,sharpe,total_fills,buy_fills,sell_fills,buy_volume,sell_volume,avg_spread_bps,avg_inv_skew,max_abs_inv_skew,recenters,range_changes
34,14.1,100,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,524327,30290.0,-13707.937256739195,-145.256,48.881,-194.136,169.578,-1.174,10340,5198,5142,119680882.9419,120221209.7464,193.0,-0.3629,0.8825,0,0
8,20.7,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,8760.0,524327,30290.0,-16642.044391323903,-154.942,48.881,-203.823,176.369,0.728,48310,24010,24300,62353847.3726,62882684.6607,106.6,-0.3721,0.7322,0,0
17,19.5,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,8760.0,524327,30290.0,-18532.825430310182,-161.185,48.881,-210.065,183.446,-1.339,26486,13194,13292,86697384.067,87227296.4036,131.5,-0.3704,0.7523,0,0
30,19.4,90,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,524327,30290.0,-19742.695306852285,-165.179,48.881,-214.06,189.364,-1.027,12785,6424,6361,131697901.4971,132227042.7212,172.4,-0.3641,0.8702,0,0
4,19.8,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,8760.0,524327,30290.0,-20954.82238380985,-169.181,48.881,-218.061,190.178,-0.815,69946,34791,35155,67540557.9696,68068829.4209,89.2,-0.3723,0.7298,0,0
0,19.4,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,8760.0,524327,30290.0,-22678.580963233566,-174.872,48.881,-223.752,195.677,-2.094,102119,50802,51317,66296369.662,66824481.2664,78.5,-0.3728,0.7234,0,0
13,19.6,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,8760.0,524327,30290.0,-24451.488344517307,-180.725,48.881,-229.605,202.674,0.968,35518,17701,17817,96399061.809,96928124.0625,114.6,-0.3709,0.7505,0,0
26,19.4,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,524327,30290.0,-25947.011717929476,-185.662,48.881,-234.543,209.898,-1.697,16138,8104,8034,146159105.1288,146693840.9618,155.8,-0.3653,0.8538,0,0
9,19.6,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,8760.0,524327,30290.0,-31482.304856452232,-203.936,48.881,-252.817,225.226,-0.097,48956,24407,24549,105882476.1641,106410882.8209,99.3,-0.3713,0.7519,0,0
22,19.7,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,524327,30290.0,-35086.67670740747,-215.836,48.881,-264.717,239.596,-1.064,20517,10297,10220,161096911.0656,161628316.9637,139.0,-0.3664,0.823,0,0
5,20.5,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,8760.0,524327,30290.0,-38346.473142993615,-226.598,48.881,-275.479,247.215,-2.254,70972,35394,35578,114746722.3815,115274952.1268,83.5,-0.3717,0.7499,0,0
1,20.1,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,8760.0,524327,30290.0,-40631.427965366085,-234.141,48.881,-283.022,254.503,-1.564,103576,51646,51930,112493364.4178,113021118.6231,73.4,-0.3726,0.745,0,0
18,19.7,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,524327,30290.0,-44004.09741173335,-245.276,48.881,-294.157,268.486,-0.449,26985,13535,13450,179945024.069,180477009.1245,123.2,-0.3674,0.7967,0,0
35,14.0,100,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,524327,30290.0,-51526.20213603695,-270.11,48.881,-318.99,255.212,-4.487,10511,5384,5127,289910569.8566,290447822.1333,185.8,-0.3516,0.9937,0,0
14,19.9,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,524327,30290.0,-56339.36813773418,-286.0,48.881,-334.881,308.572,-1.816,35969,18030,17939,198126063.0607,198654061.0398,108.2,-0.3682,0.7918,0,0
31,19.3,90,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,524327,30290.0,-64285.393046911406,-312.233,48.881,-361.114,324.746,0.443,13075,6681,6394,309407955.0622,309955913.5202,168.5,-0.3539,0.9903,0,0
10,20.1,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,524327,30290.0,-69844.54796051027,-330.586,48.881,-379.467,352.211,1.178,49748,24921,24827,217625905.1314,218151924.4231,93.7,-0.3692,0.7889,0,0
27,19.5,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,524327,30290.0,-77100.5351076629,-354.541,48.881,-403.422,382.083,-2.38,16384,8352,8032,330722782.7773,331255890.4205,151.2,-0.3553,0.9841,0,0
6,20.7,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,524327,30290.0,-83013.25398873254,-374.062,48.881,-422.942,394.649,-2.861,71998,36042,35956,234902856.7439,235431594.7177,79.2,-0.3699,0.7911,0,0
2,19.4,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,524327,30290.0,-86604.53817463746,-385.918,48.881,-434.799,406.033,-4.337,105038,52529,52509,229513623.4818,230041906.8446,69.4,-0.3718,0.7871,0,0
23,19.7,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,524327,30290.0,-93453.85540848177,-408.53,48.881,-457.411,435.064,-3.784,20980,10669,10311,358249742.6588,358778093.7857,134.3,-0.358,0.9796,0,0
19,19.6,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,524327,30290.0,-111019.85559995865,-466.523,48.881,-515.404,491.815,-1.694,27368,13883,13485,389549108.7702,390089891.0385,120.1,-0.3597,0.97,0,0
15,19.5,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,524327,30290.0,-131702.7950038833,-534.806,48.881,-583.687,558.608,-4.031,36668,18555,18113,424485434.7825,425021076.8749,105.4,-0.3613,0.9525,0,0
11,20.1,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,524327,30290.0,-156781.14494116633,-617.6,48.881,-666.481,639.312,-3.802,50478,25481,24997,457600982.4508,458125351.3436,91.3,-0.3632,0.9273,0,0
7,20.8,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,524327,30290.0,-180283.72059653388,-695.192,48.881,-744.073,714.474,-3.188,72643,36578,36065,485652857.1688,486178246.8806,77.4,-0.3649,0.8829,0,0
3,19.8,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,524327,30290.0,-183506.3644135353,-705.832,48.881,-754.712,724.095,-2.599,106032,53244,52788,470419610.6086,470947609.1753,68.0,-0.3688,0.84,0,0
