_task_idx,_elapsed_sec,p_spread_bps,p_pool_price_weight,p_anchor_ema_alpha,p_num_levels,p_size_decay,p_spread_multiplier,p_order_safe_ratio,p_enable_asymmetric_spread,p_skew_sensitivity,p_min_spread_bps,p_amplification,duration_hours,candles,initial_value,final_value,total_return_pct,hold_return_pct,excess_return_pct,max_drawdown_pct,sharpe,total_fills,buy_fills,sell_fills,buy_volume,sell_volume,avg_spread_bps,avg_inv_skew,max_abs_inv_skew,recenters,range_changes
17,0.1,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,56.0,3361,48110.0,73875.7314230221,53.556,80.15,-26.594,38.56,-16.969,364,158,206,226415.6162,317615.8154,188.2,-0.4785,0.5876,0,0
32,0.1,100,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,56.0,3361,48110.0,73845.33614250185,53.493,80.15,-26.657,38.724,-6.37,245,98,147,140154.5439,231467.0155,250.4,-0.4781,0.5642,0,0
6,0.1,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,56.0,3361,48110.0,73050.04573287284,51.84,80.15,-28.31,39.24,-27.72,611,282,329,410165.3856,502356.2351,133.8,-0.4767,0.6001,0,0
21,0.1,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,56.0,3361,48110.0,71999.91735062978,49.657,80.15,-30.493,39.977,-15.232,325,142,183,236395.2048,327255.2486,194.9,-0.479,0.6114,0,0
25,0.1,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,56.0,3361,48110.0,70428.40466079548,46.39,80.15,-33.759,41.201,-12.956,294,129,165,244943.7125,335947.9195,203.1,-0.4773,0.6299,0,0
29,0.1,90,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,56.0,3361,48110.0,69028.49167603439,43.481,80.15,-36.669,42.324,-11.028,266,117,149,249360.3816,340266.6169,208.1,-0.477,0.6466,0,0
10,0.1,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,56.0,3361,48110.0,68771.2030475831,42.946,80.15,-37.204,42.517,-23.491,487,226,261,435875.2072,528401.1164,141.1,-0.4768,0.673,0,0
33,0.1,100,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,56.0,3361,48110.0,67644.24559206114,40.603,80.15,-39.546,43.368,-10.386,238,105,133,247979.277,336829.5663,220.6,-0.4752,0.6648,0,0
3,0.1,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,56.0,3361,48110.0,67245.7061120041,39.775,80.15,-40.375,43.787,-24.913,804,385,419,757898.788,853170.1522,124.3,-0.4747,0.7253,0,0
14,0.1,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,56.0,3361,48110.0,65214.861273626,35.554,80.15,-44.596,45.22,-22.49,413,193,220,462852.5903,553851.5767,151.4,-0.4759,0.7141,0,0
18,0.1,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,56.0,3361,48110.0,62151.3360670564,29.186,80.15,-50.964,47.535,-20.815,364,171,193,487990.2256,578575.2025,168.9,-0.4754,0.7477,0,0
22,0.1,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,56.0,3361,48110.0,59627.2595433131,23.939,80.15,-56.21,49.438,-19.253,328,155,173,514289.1484,602998.3804,180.2,-0.4727,0.7736,0,0
7,0.1,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,56.0,3361,48110.0,58491.15015921242,21.578,80.15,-58.572,50.617,-27.219,624,302,322,899805.075,993536.9274,127.0,-0.4678,0.8007,0,0
26,0.1,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,56.0,3361,48110.0,57630.8848399958,19.79,80.15,-60.36,50.948,-17.323,293,139,154,529306.649,615992.0997,188.9,-0.4698,0.7754,0,0
30,0.1,90,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,56.0,3361,48110.0,55917.32459801811,16.228,80.15,-63.922,52.348,-15.386,263,125,138,534084.2518,620180.124,195.9,-0.4651,0.7759,0,0
34,0.1,100,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,56.0,3361,48110.0,54456.96085780026,13.193,80.15,-66.957,53.552,-13.007,248,118,130,560681.4172,649560.4198,204.6,-0.4669,0.7923,0,0
11,0.1,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,56.0,3361,48110.0,52108.93359473731,8.312,80.15,-71.838,55.564,-26.5,503,245,258,976061.804,1067820.2732,137.6,-0.4638,0.8455,0,0
15,0.1,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,56.0,3361,48110.0,47555.603534364716,-1.152,80.15,-81.302,59.038,-24.814,419,205,214,1022841.138,1113737.0973,144.1,-0.4596,0.8529,0,0
19,0.1,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,56.0,3361,48110.0,43899.967573696806,-8.751,80.15,-88.901,61.802,-23.159,366,180,186,1078614.9849,1167455.8587,167.7,-0.4563,0.8735,0,0
23,0.1,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,56.0,3361,48110.0,40908.236307203755,-14.969,80.15,-95.119,64.041,-21.51,318,157,161,1101955.8195,1188737.1976,172.4,-0.4495,0.8903,0,0
27,0.1,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,56.0,3361,48110.0,38498.87402772978,-19.977,80.15,-100.127,65.935,-19.822,290,144,146,1161927.1046,1243978.8182,180.8,-0.4414,0.8968,0,0
31,0.1,90,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,56.0,3361,48110.0,36450.61680869546,-24.235,80.15,-104.385,67.734,-18.155,263,131,132,1210719.8696,1292506.593,180.7,-0.4372,0.907,0,0
35,0.1,100,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,56.0,3361,48110.0,34853.132919194984,-27.555,80.15,-107.705,69.066,-17.205,234,117,117,1201653.6018,1279251.2634,184.9,-0.4255,0.9114,0,0
