_task_idx,_elapsed_sec,p_spread_bps,p_pool_price_weight,p_anchor_ema_alpha,p_num_levels,p_size_decay,p_spread_multiplier,p_order_safe_ratio,p_enable_asymmetric_spread,p_skew_sensitivity,p_min_spread_bps,p_amplification,duration_hours,candles,initial_value,final_value,total_return_pct,hold_return_pct,excess_return_pct,max_drawdown_pct,sharpe,total_fills,buy_fills,sell_fills,buy_volume,sell_volume,avg_spread_bps,avg_inv_skew,max_abs_inv_skew,recenters,range_changes
10,3.2,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,1848.0,110881,113800.0,70017.27824220146,-38.473,-15.958,-22.516,59.064,-1.023,18862,9465,9397,18077455.1522,18057546.148,101.4,0.0127,0.5825,0,0
6,3.3,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,1848.0,110881,113800.0,64039.58835481811,-43.726,-15.958,-27.768,59.044,-1.217,29649,14865,14784,21280373.0379,21259700.1355,82.6,0.0129,0.4994,0,0
2,3.4,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,1848.0,110881,113800.0,55551.471483501475,-51.185,-15.958,-35.227,63.076,-1.442,49177,24634,24543,23474853.5528,23452925.4936,66.0,0.0132,0.4124,0,0
31,3.6,90,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,1848.0,110881,113800.0,44012.7272518936,-61.324,-15.958,-45.367,123.01,-1.05,4033,2064,1969,18996996.2232,18980901.7903,185.3,0.0122,0.9834,0,0
23,3.4,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,1848.0,110881,113800.0,43000.04273268243,-62.214,-15.958,-46.257,104.506,-1.337,6723,3423,3300,23790989.3917,23774971.4761,152.0,0.0149,0.9625,0,0
27,3.8,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,1848.0,110881,113800.0,42793.3666945631,-62.396,-15.958,-46.438,114.667,-1.171,5135,2621,2514,21053335.7866,21039938.4413,167.7,0.0141,0.9755,0,0
19,3.2,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,1848.0,110881,113800.0,39333.02620090227,-65.437,-15.958,-49.479,96.04,-1.572,9062,4602,4460,27251370.758,27231835.0676,135.3,0.0152,0.9422,0,0
35,2.4,100,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,1848.0,110881,113800.0,39197.97513395085,-65.555,-15.958,-49.598,138.774,-0.858,3222,1653,1569,17344807.3447,17333480.2936,206.0,0.0121,0.9896,0,0
15,3.4,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,1848.0,110881,113800.0,37715.32540502297,-66.858,-15.958,-50.9,87.621,-1.729,12844,6506,6338,31802294.7262,31779168.7684,117.2,0.0157,0.9076,0,0
11,3.3,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,1848.0,110881,113800.0,31207.11836741222,-72.577,-15.958,-56.619,82.181,-2.016,18960,9579,9381,37214957.0271,37190461.7112,100.0,0.0162,0.8511,0,0
7,3.5,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,1848.0,110881,113800.0,18610.72934238176,-83.646,-15.958,-67.688,90.558,-2.176,29655,14943,14712,43291471.0685,43267062.9012,81.0,0.0166,0.793,0,0
3,3.3,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,1848.0,110881,113800.0,713.207083154602,-99.373,-15.958,-83.415,102.398,-2.289,49188,24720,24468,47522358.3828,47495314.7085,63.0,0.0171,0.6953,0,0
