_task_idx,_elapsed_sec,p_spread_bps,p_pool_price_weight,p_anchor_ema_alpha,p_num_levels,p_size_decay,p_spread_multiplier,p_order_safe_ratio,p_enable_asymmetric_spread,p_skew_sensitivity,p_min_spread_bps,p_amplification,duration_hours,candles,initial_value,final_value,total_return_pct,hold_return_pct,excess_return_pct,max_drawdown_pct,sharpe,total_fills,buy_fills,sell_fills,buy_volume,sell_volume,avg_spread_bps,avg_inv_skew,max_abs_inv_skew,recenters,range_changes
13,17.7,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,8760.0,525601,88190.0,106634.77586523375,20.915,25.422,-4.508,59.929,0.63,29869,14917,14952,19623186.1607,19645189.8461,115.8,0.1029,0.4763,0,0
4,18.5,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,8760.0,525601,88190.0,105446.0140392419,19.567,25.422,-5.856,58.684,0.612,73109,36478,36631,17521487.1478,17542871.2409,82.7,0.1032,0.4205,0,0
26,18.9,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,525601,88190.0,105362.89703769059,19.473,25.422,-5.95,64.97,0.627,11035,5549,5486,23290445.0732,23314533.1429,160.3,0.1019,0.6905,0,0
9,17.6,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,8760.0,525601,88190.0,99840.26468760493,13.21,25.422,-12.212,62.015,0.547,45103,22530,22573,23823206.5556,23844793.7121,98.1,0.103,0.4712,0,0
22,18.9,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,525601,88190.0,99418.21758590301,12.732,25.422,-12.691,66.603,0.561,14800,7437,7363,27340700.0371,27364139.2627,144.6,0.1022,0.688,0,0
0,18.4,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,8760.0,525601,88190.0,98762.27347631904,11.988,25.422,-13.434,60.781,0.528,123666,61732,61934,20029892.2453,20051040.1234,65.0,0.1034,0.4085,0,0
35,13.0,100,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,525601,88190.0,93181.60167866453,5.66,25.422,-19.762,84.649,0.661,6626,3397,3229,38589338.2486,38615495.0504,188.8,0.1008,0.985,0,0
18,18.7,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,525601,88190.0,93130.47303455365,5.602,25.422,-19.82,68.812,0.496,20540,10314,10226,32537011.1752,32560909.4449,127.4,0.1024,0.6627,0,0
5,18.9,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,8760.0,525601,88190.0,90801.08432910765,2.961,25.422,-22.462,64.551,0.438,72912,36428,36484,29152186.5766,29173938.5716,79.2,0.1031,0.4648,0,0
14,18.0,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,525601,88190.0,83920.64361897066,-4.841,25.422,-30.263,72.046,0.406,29662,14884,14778,39261772.1606,39284701.2355,110.5,0.1026,0.6494,0,0
31,18.8,90,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,525601,88190.0,82226.80402178643,-6.762,25.422,-32.184,91.072,0.685,8431,4312,4119,43308808.6673,43328826.7991,171.1,0.1005,0.9818,0,0
1,18.2,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,8760.0,525601,88190.0,79867.3878811823,-9.437,25.422,-34.86,68.311,0.314,123783,61848,61935,33464386.0334,33485997.4284,62.7,0.1034,0.4483,0,0
27,18.9,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,525601,88190.0,72992.60993019879,-17.233,25.422,-42.655,93.548,0.696,11070,5647,5423,49732106.927,49759893.6868,157.1,0.1002,0.9736,0,0
10,18.4,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,525601,88190.0,70762.98081282164,-19.761,25.422,-45.183,76.853,0.294,44955,22541,22414,47774916.3656,47798149.2832,93.9,0.1028,0.619,0,0
23,19.5,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,525601,88190.0,61358.3330679637,-30.425,25.422,-55.847,98.874,0.896,14851,7557,7294,57560030.4111,57588053.5454,139.8,0.1019,0.9641,0,0
6,18.8,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,525601,88190.0,53324.37834654144,-39.535,25.422,-64.957,82.311,0.162,72982,36567,36415,58616303.4013,58639073.0236,76.7,0.103,0.5829,0,0
19,18.7,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,525601,88190.0,49573.098007585344,-43.788,25.422,-69.211,102.975,1.168,20702,10508,10194,68136111.0619,68164444.0903,124.3,0.1026,0.9452,0,0
15,17.9,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,525601,88190.0,31881.792061502903,-63.849,25.422,-89.271,109.735,-0.763,29828,15102,14726,81222815.3023,81250497.5358,107.9,0.1023,0.9231,0,0
2,18.5,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,525601,88190.0,31842.082764005507,-63.894,25.422,-89.316,90.662,0.16,123960,62056,61904,67209727.2886,67231947.9071,61.0,0.1037,0.5509,0,0
11,18.4,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,525601,88190.0,5712.299422966148,-93.523,25.422,-118.945,118.168,0.948,45037,22745,22292,97845612.8768,97870567.4177,92.0,0.1031,0.8813,0,0
7,19.0,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,525601,88190.0,-29423.69654473938,-133.364,25.422,-158.786,135.51,0.702,73028,36787,36241,119130683.8117,119155779.9365,75.2,0.1038,0.8141,0,0
3,18.9,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,525601,88190.0,-70093.21663209422,-179.48,25.422,-204.902,178.276,-0.557,124154,62376,61778,136026317.3879,136049020.656,60.1,0.1051,0.7397,0,0
